issn,eissn,journal_name,jif_2024,jif_quartile
11781653,11781661,Patient-Patient Centered Outcomes Research,3.1,Q1
2225319X,23041021,Annals of Cardiothoracic Surgery,3.1,Q1
00393665,17284465,STUDIES IN FAMILY PLANNING,3.1,Q1
01956701,15322939,Journal of Hospital Infection,3.1,Q1
0148639X,10974598,MUSCLE & NERVE,3.1,Q2
00167398,14754959,GEOGRAPHICAL JOURNAL,3.1,Q1
10900233,15322971,VETERINARY JOURNAL,3.1,Q1
1438793X,14387948,FUNCTIONAL & INTEGRATIVE GENOMICS,3.1,Q2
09608923,17080428,OBESITY SURGERY,3.1,Q1
00333123,18600980,PSYCHOMETRIKA,3.1,Q1
19415257,19415265,Professional Development in Education,3.1,Q1
15440478,1544046X,Journal of Natural Fibers,3.1,Q1
24721751,24721751,Network Neuroscience,3.1,Q2
00363634,16067916,SALUD PUBLICA DE MEXICO,3.1,Q1
2667114X,2667114X,Current Research in Parasitology & Vector-Borne Diseases,3.1,Q1
22969381,22969357,Kidney Diseases,3.1,Q1
20059159,20930569,Korean Journal of Pain,3.1,Q2
09546111,15323064,RESPIRATORY MEDICINE,3.1,Q2
00063495,15420086,BIOPHYSICAL JOURNAL,3.1,Q2
03674223,14390345,Gesunde Pflanzen,3.1,Q1
0031949X,19437684,PHYTOPATHOLOGY,3.1,Q2
20503806,17583748,Aslib Journal of Information Management,3.1,Q1
26929384,26929384,JCPP Advances,3.1,Q1
00104485,18792685,COMPUTER-AIDED DESIGN,3.1,Q2
07317085,1873264X,Journal of Pharmaceutical and Biomedical Analysis,3.1,Q2
13872877,18758908,JOURNAL OF ALZHEIMERS DISEASE,3.1,Q2
09424962,14321882,MULTIMEDIA SYSTEMS,3.1,Q2
14732262,14732262,EUROPEAN CELLS & MATERIALS,3.1,Q1
08837252,10991255,JOURNAL OF APPLIED ECONOMETRICS,3.1,Q1
01787888,18671632,Mycotoxin Research,3.1,Q2
21623945,2162397X,Adipocyte,3.1,Q2
02699370,14735571,AIDS,3.1,Q2
23528273,23528273,SSM-Population Health,3.1,Q1
09288910,15737535,Automated Software Engineering,3.1,Q2
00016349,16000412,ACTA OBSTETRICIA ET GYNECOLOGICA SCANDINAVICA,3.1,Q1
14326981,14363771,Clinical Oral Investigations,3.1,Q1
10473203,10959076,JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,3.1,Q2
10273719,18157920,INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE,3.1,Q2
02621711,17587492,JOURNAL OF MANAGEMENT DEVELOPMENT,3.1,Q2
00405167,17542278,TEXTILE PROGRESS,3.1,Q1
09242031,18733697,VIBRATIONAL SPECTROSCOPY,3.1,Q1
0302282X,14230224,NEUROPSYCHOBIOLOGY,3.1,Q1
17385520,17385555,Korean Circulation Journal,3.1,Q2
03784371,18732119,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,3.1,Q2
18152406,19917120,Communications in Computational Physics,3.1,Q1
09203206,15737241,CARDIOVASCULAR DRUGS AND THERAPY,3.1,Q2
0889504X,15288900,JOURNAL OF TURBOMACHINERY-TRANSACTIONS OF THE ASME,3.1,Q2
00281298,14321912,NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY,3.1,Q2
02713586,10970274,AMERICAN JOURNAL OF INDUSTRIAL MEDICINE,3.1,Q1
09745963,17426413,CytoJournal,3.1,Q2
19327501,1932751X,Journal of Cardiopulmonary Rehabilitation and Prevention,3.1,Q2
17386586,20055013,Journal of Clinical Neurology,3.1,Q2
10568727,1873460X,JOURNAL OF DIABETES AND ITS COMPLICATIONS,3.1,Q2
23998083,23998091,Environment and Planning B-Urban Analytics and City Science,3.1,Q1
1607551X,24108650,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,3.1,Q2
18681743,18681751,Molecular Informatics,3.1,Q1
08957061,19417225,AMERICAN JOURNAL OF HYPERTENSION,3.1,Q2
22118160,22118179,Global Heart,3.1,Q2
07189508,07189516,Journal of Soil Science and Plant Nutrition,3.1,Q2
18606768,18607314,Biotechnology Journal,3.1,Q2
14769271,1476928X,COMPUTATIONAL BIOLOGY AND CHEMISTRY,3.1,Q1
11782005,11782005,International Journal of Chronic Obstructive Pulmonary Disease,3.1,Q2
16735447,,China Communications,3.1,Q2
18796397,18796400,Journal of Huntingtons Disease,3.1,Q2
15708268,18737749,Journal of Web Semantics,3.1,Q2
0144929X,13623001,BEHAVIOUR & INFORMATION TECHNOLOGY,3.1,Q2
18762883,18762891,Beneficial Microbes,3.1,Q2
09574158,09574158,MECHATRONICS,3.1,Q2
02683768,14333015,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,3.1,Q2
0965254X,14664488,Journal of Strategic Marketing,3.1,Q2
20457634,20457634,Cancer Medicine,3.1,Q2
09603115,15729710,BIODIVERSITY AND CONSERVATION,3.1,Q1
08828156,15200434,WEATHER AND FORECASTING,3.1,Q2
23249935,23249943,Transportmetrica A-Transport Science,3.1,Q2
13505084,14617323,ORGANIZATION,3.1,Q2
20402244,24089354,Journal of Water and Climate Change,3.1,Q2
18749399,18764320,Biochimica et Biophysica Acta-Gene Regulatory Mechanisms,3.1,Q2
08916934,1607842X,AUTOIMMUNITY,3.1,Q2
21593930,21593930,Optical Materials Express,3.1,Q2
09287655,18730221,RESOURCE AND ENERGY ECONOMICS,3.1,Q1
0920654X,15734951,JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN,3.1,Q2
15392791,15590089,NEUROINFORMATICS,3.1,Q2
25900366,21971927,Triple Helix,3.1,Q2
10638210,15579999,IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,3.1,Q2
0142727X,18792278,INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW,3.1,Q2
11766093,17587654,Qualitative Research in Accounting and Management,3.1,Q2
16874757,16874765,PPAR Research,3.1,Q2
2197425X,2197425X,Intensive Care Medicine Experimental,3.1,Q2
1547691X,15476901,Journal of Immunotoxicology,3.1,Q2
07415400,19383673,JOURNAL OF LEUKOCYTE BIOLOGY,3.1,Q2
02715317,18790739,NUTRITION RESEARCH,3.1,Q2
13547798,1468036X,European Financial Management,3.1,Q2
00219606,10897690,JOURNAL OF CHEMICAL PHYSICS,3.1,Q2
23294124,23294221,Journal of Astronomical Telescopes Instruments and Systems,3.1,Q1
11795972,11795972,Biomedical Engineering and Computational Biology,3.1,Q2
18722105,22124020,Recent Patents on Nanotechnology,3.1,Q2
02134853,15781968,NEUROLOGIA,3.1,Q2
02191377,02193116,KNOWLEDGE AND INFORMATION SYSTEMS,3.1,Q2
23567015,23145765,International Journal of Food Science,3.1,Q2
15671739,18781675,CURRENT APPLIED PHYSICS,3.1,Q2
17538378,17538386,International Journal of Managing Projects in Business,3.1,Q2
02664623,14716348,INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,3.1,Q1
10530509,15734994,JOURNAL OF FLUORESCENCE,3.1,Q2
10177825,17388872,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,3.1,Q2
2090908X,2090908X,Scientifica,3.1,Q1
14740338,1744764X,Expert Opinion On Drug Safety,3.1,Q2
20952430,20952449,Frontiers of Structural and Civil Engineering,3.1,Q2
15226514,15497879,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,3.1,Q2
23526475,23526475,International Journal of Womens Dermatology,3.1,Q2
24705314,24705322,Journal of Structural Integrity and Maintenance,3.1,Q2
10542523,15548120,MEDICINAL CHEMISTRY RESEARCH,3.1,Q3
20406207,20406215,Therapeutic Advances in Hematology,3.1,Q2
13886150,15882926,JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,3.1,Q2
09722629,22495304,Vision-The Journal of Business Perspective,3.1,Q2
21959706,21959706,Geothermal Energy,3.1,Q2
16746767,21947783,Journal of Arid Land,3.1,Q2
10577157,19410158,JOURNAL OF MICROELECTROMECHANICAL SYSTEMS,3.1,Q2
20531400,20531419,Environmental Science-Water Research & Technology,3.1,Q2
10709878,15584135,IEEE TRANSACTIONS ON DIELECTRICS AND ELECTRICAL INSULATION,3.1,Q2
09505423,13652621,INTERNATIONAL JOURNAL OF FOOD SCIENCE AND TECHNOLOGY,3.1,Q2
0144235X,1366591X,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,3.1,Q2
0257277X,15590755,IMMUNOLOGIC RESEARCH,3.1,Q2
03008916,20382529,Tumori Journal,3.1,Q2
15734277,18729770,Optical Switching and Networking,3.1,Q2
01934929,21910227,REVIEWS IN INORGANIC CHEMISTRY,3.1,Q2
02820080,15734986,GLYCOCONJUGATE JOURNAL,3.1,Q3
10735615,15431916,METALLURGICAL AND MATERIALS TRANSACTIONS B-PROCESS METALLURGY AND MATERIALS PROCESSING SCIENCE,3.1,Q2
01679317,18735568,MICROELECTRONIC ENGINEERING,3.1,Q2
26330679,26330679,RSC Chemical Biology,3.1,Q2
00155632,18749356,FOLIA MICROBIOLOGICA,3.1,Q2
20414137,20414145,Frontline Gastroenterology,3.1,Q2
14715201,1471521X,Journal of Research in Marketing and Entrepreneurship,3.1,Q2
02105691,15786749,Medicina Intensiva,3.1,Q2
26986248,26986248,Natural Sciences,3.1,Q2
12267708,20926456,FOOD SCIENCE AND BIOTECHNOLOGY,3.1,Q2
00092614,18734448,CHEMICAL PHYSICS LETTERS,3.1,Q2
15435075,15435083,International Journal of Green Energy,3.1,Q2
20589883,20589883,Reaction Chemistry & Engineering,3.1,Q2
10020063,1993064X,Chinese Geographical Science,3.1,Q2
10656995,10958355,CELL BIOLOGY INTERNATIONAL,3.1,Q3
09147470,17490774,Human Cell,3.1,Q3
16156846,16156854,Fuel Cells,3.1,Q3
27686701,27686698,Frontiers in Bioscience-Landmark,3.1,Q3
14636689,14659832,Foresight,3.1,Q2
21911363,21911363,ChemistryOpen,3.1,Q2
09295607,15728757,ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,3.1,Q2
13596640,13645498,FARADAY DISCUSSIONS,3.1,Q3
15503585,15503631,Annual Review of Law and Social Science,3.0,Q1
1139613X,21745374,Educacion XX1,3.0,Q1
1060586X,19382855,POST-SOVIET AFFAIRS,3.0,Q1
02182025,17936314,MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES,3.0,Q1
01587919,14750198,Distance Education,3.0,Q1
00389765,19398581,STANFORD LAW REVIEW,3.0,Q1
00127094,15477398,DUKE MATHEMATICAL JOURNAL,3.0,Q1
13533452,14715546,SCIENCE AND ENGINEERING ETHICS,3.0,Q1
01443410,14695820,Educational Psychology,3.0,Q1
01621459,1537274X,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,3.0,Q1
17468809,17468817,International Journal of Emerging Markets,3.0,Q1
02667215,14682672,EUROPEAN SOCIOLOGICAL REVIEW,3.0,Q1
21568693,21568731,Society and Mental Health,3.0,Q1
16617800,16617819,Neonatology,3.0,Q1
03616843,14716402,PSYCHOLOGY OF WOMEN QUARTERLY,3.0,Q1
0749596X,10960821,JOURNAL OF MEMORY AND LANGUAGE,3.0,Q1
23312165,23312165,Trends in Hearing,3.0,Q1
16729609,17447917,Insect Science,3.0,Q1
09331433,14321475,JOURNAL OF POPULATION ECONOMICS,3.0,Q1
02680939,14645106,JOURNAL OF EDUCATION POLICY,3.0,Q1
03633624,15389855,Nurse Educator,3.0,Q1
09636412,15561852,SECURITY STUDIES,3.0,Q1
09686673,14680432,GENDER WORK AND ORGANIZATION,3.0,Q1
09175040,09175040,JOURNAL OF EPIDEMIOLOGY,3.0,Q2
10648011,15334287,JOURNAL OF STRENGTH AND CONDITIONING RESEARCH,3.0,Q1
17408989,17425786,Physical Education and Sport Pedagogy,3.0,Q1
00063363,15297268,BIOLOGY OF REPRODUCTION,3.0,Q2
0886022X,15256049,RENAL FAILURE,3.0,Q1
16187598,16187601,European Journal of Health Economics,3.0,Q1
15356841,15406040,City & Community,3.0,Q1
10723714,15300374,MENOPAUSE-The Journal of the Menopause Society,3.0,Q1
00313025,14653931,PATHOLOGY,3.0,Q2
10920684,10920684,Neurosurgical Focus,3.0,Q1
01972243,10876537,INFORMATION SOCIETY,3.0,Q1
18632483,18632491,Journal of Robotic Surgery,3.0,Q1
08920206,17419883,MANAGEMENT IN EDUCATION,3.0,Q1
00437719,14325225,WOOD SCIENCE AND TECHNOLOGY,3.0,Q1
01446665,20448309,BRITISH JOURNAL OF SOCIAL PSYCHOLOGY,3.0,Q1
15262375,15264637,PAIN MEDICINE,3.0,Q1
17461391,15367290,European Journal of Sport Science,3.0,Q1
00319406,18731465,Physiotherapy,3.0,Q1
13207881,14401800,Nursing Inquiry,3.0,Q1
22121447,22121455,Journal of Contextual Behavioral Science,3.0,Q1
08895406,10976752,AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,3.0,Q1
0179051X,14320460,DYSPHAGIA,3.0,Q1
10107940,1873734X,EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY,3.0,Q1
00220175,21626057,JOURNAL OF CREATIVE BEHAVIOR,3.0,Q2
17568757,17568765,Topics in Cognitive Science,3.0,Q1
2213333X,2213333X,Journal of Vascular Surgery-Venous and Lymphatic Disorders,3.0,Q1
09340874,14322277,TRANSPLANT INTERNATIONAL,3.0,Q1
20966962,25900536,Biosafety and Health,3.0,Q2
10503307,14684381,PSYCHOTHERAPY RESEARCH,3.0,Q1
00100285,10955623,COGNITIVE PSYCHOLOGY,3.0,Q1
16190033,13142488,NeoBiota,3.0,Q1
15241602,15334295,STRENGTH AND CONDITIONING JOURNAL,3.0,Q1
1081597X,19382391,JOURNAL OF REFRACTIVE SURGERY,3.0,Q1
08944105,19311559,NEUROPSYCHOLOGY,3.0,Q1
14622203,1469994X,NICOTINE & TOBACCO RESEARCH,3.0,Q2
18651674,18651682,Transboundary and Emerging Diseases,3.0,Q1
09414355,14337339,SUPPORTIVE CARE IN CANCER,3.0,Q1
2191219X,2191219X,EJNMMI Research,3.0,Q2
0898929X,15308898,JOURNAL OF COGNITIVE NEUROSCIENCE,3.0,Q1
13696998,1941837X,JOURNAL OF MEDICAL ECONOMICS,3.0,Q1
1086055X,19300220,SPE JOURNAL,3.0,Q2
00223670,15200485,JOURNAL OF PHYSICAL OCEANOGRAPHY,3.0,Q1
00223069,15546578,JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY,3.0,Q2
07403194,15222594,MAGNETIC RESONANCE IN MEDICINE,3.0,Q2
1052150X,21533326,BUSINESS ETHICS QUARTERLY,3.0,Q1
03008584,14321831,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,3.0,Q3
19389655,19389663,Cornell Hospitality Quarterly,3.0,Q1
09698051,18729614,NUCLEAR MEDICINE AND BIOLOGY,3.0,Q2
18786146,18786162,Fungal Biology,3.0,Q2
00101958,19452268,COLUMBIA LAW REVIEW,3.0,Q1
10472797,18732585,ANNALS OF EPIDEMIOLOGY,3.0,Q2
22929495,22929495,JMIR Human Factors,3.0,Q2
08887543,10898646,GENOMICS,3.0,Q2
09670645,18790100,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,3.0,Q1
10967494,15593169,International Public Management Journal,3.0,Q1
10500472,15289001,JOURNAL OF MECHANICAL DESIGN,3.0,Q2
20358377,20358377,Neurology International,3.0,Q2
20908059,20420064,Journal of Osteoporosis,3.0,Q1
21925682,21925690,Global Spine Journal,3.0,Q1
10933263,18734243,JOURNAL OF MOLECULAR GRAPHICS & MODELLING,3.0,Q1
16843703,18114857,Quality Technology and Quantitative Management,3.0,Q1
21638306,21638306,CPT-Pharmacometrics & Systems Pharmacology,3.0,Q2
08923973,15322513,IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,3.0,Q2
09218971,15735176,JOURNAL OF APPLIED PHYCOLOGY,3.0,Q1
09349723,14354373,EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,3.0,Q2
1472684X,1472684X,BMC Palliative Care,3.0,Q1
02656736,14645157,INTERNATIONAL JOURNAL OF HYPERTHERMIA,3.0,Q2
00301299,16000706,OIKOS,3.0,Q2
1300011X,13036173,Turkish Journal of Agriculture and Forestry,3.0,Q1
00034916,1096035X,Annals of Physics,3.0,Q2
14421100,22047662,Focus on Health Professional Education-A Multidisciplinary Journal,3.0,Q1
13803743,15729788,MOLECULAR BREEDING,3.0,Q1
13645021,14712946,PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,3.0,Q2
00039861,10960384,ARCHIVES OF BIOCHEMISTRY AND BIOPHYSICS,3.0,Q2
17449561,1744957X,Biology Letters,3.0,Q2
09680896,14643391,BIOORGANIC & MEDICINAL CHEMISTRY,3.0,Q1
18696716,16139860,Translational Behavioral Medicine,3.0,Q2
26417650,26417650,Kidney360,3.0,Q1
1662811X,16628128,Journal of Innate Immunity,3.0,Q3
1617416X,18618952,MYCOLOGICAL PROGRESS,3.0,Q2
24520837,22119493,Trends in Neuroscience and Education,3.0,Q2
03065251,13652125,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,3.0,Q2
17579864,17579872,International Journal of Structural Integrity,3.0,Q1
1755425X,1755425X,Journal of Strategy and Management,3.0,Q2
17534658,17534666,Therapeutic Advances in Respiratory Disease,3.0,Q2
10699384,15315320,PSYCHONOMIC BULLETIN & REVIEW,3.0,Q1
13689800,14752727,PUBLIC HEALTH NUTRITION,3.0,Q2
17443881,18736947,Complementary Therapies in Clinical Practice,3.0,Q2
0304324X,14230003,GERONTOLOGY,3.0,Q3
22254110,22254110,Journal of Traditional and Complementary Medicine,3.0,Q2
08990042,1520636X,CHIRALITY,3.0,Q1
2666027X,2666027X,Current Research in Toxicology,3.0,Q2
22134220,22134239,Integrative Medicine Research,3.0,Q2
0026895X,15210111,MOLECULAR PHARMACOLOGY,3.0,Q2
11786965,11786965,Journal of Asthma and Allergy,3.0,Q2
02611929,26323559,ATLA-ALTERNATIVES TO LABORATORY ANIMALS,3.0,Q2
15672018,18755704,Current Drug Delivery,3.0,Q2
12265934,21616779,INTERNATIONAL JOURNAL OF URBAN SCIENCES,3.0,Q1
17483182,17483190,Bioinspiration & Biomimetics,3.0,Q1
07424787,15288897,JOURNAL OF TRIBOLOGY-TRANSACTIONS OF THE ASME,3.0,Q2
15227235,15227243,LUMINESCENCE,3.0,Q2
00270644,15200493,MONTHLY WEATHER REVIEW,3.0,Q2
12036765,19181523,Pain Research & Management,3.0,Q2
20401116,20401124,Journal of Diabetes Investigation,3.0,Q2
00167649,2041479X,JOURNAL OF THE GEOLOGICAL SOCIETY,3.0,Q2
12254568,15986217,STRUCTURAL ENGINEERING AND MECHANICS,3.0,Q2
14791641,17528984,Diabetes & Vascular Disease Research,3.0,Q2
24523186,24523186,Current Research in Translational Medicine,3.0,Q2
23147245,23147253,Future Journal of Pharmaceutical Sciences,3.0,Q2
09523499,10991352,JOURNAL OF MOLECULAR RECOGNITION,3.0,Q2
22150013,22150013,Schizophrenia Research-Cognition,3.0,Q1
26830671,26830671,Vegetation Classification and Survey,3.0,Q2
03009084,16386183,BIOCHIMIE,3.0,Q3
18650473,18650481,Earth Science Informatics,3.0,Q2
00219193,10985530,JOURNAL OF BACTERIOLOGY,3.0,Q3
0267257X,14721376,Journal of Marketing Management,3.0,Q2
08999007,18731244,NUTRITION,3.0,Q2
11753277,1179187X,American Journal of Cardiovascular Drugs,3.0,Q2
01676393,18727182,SPEECH COMMUNICATION,3.0,Q1
11787007,11787007,Diabetes Metabolic Syndrome and Obesity,3.0,Q2
19322909,19322917,Journal of Web Librarianship,3.0,Q1
17408776,17408784,Management and Organization Review,3.0,Q2
09090495,16005775,JOURNAL OF SYNCHROTRON RADIATION,3.0,Q2
0265671X,17586682,International Journal of Quality & Reliability Management,3.0,Q2
01676806,15737217,BREAST CANCER RESEARCH AND TREATMENT,3.0,Q2
2093940X,22334718,Journal of Rheumatic Diseases,3.0,Q2
11099666,22415955,Hellenic Journal of Cardiology,3.0,Q2
23837837,23837845,Journal of Pathology and Translational Medicine,3.0,Q2
18325912,18395473,Journal of Accounting and Organizational Change,3.0,Q2
00457930,18790747,COMPUTERS & FLUIDS,3.0,Q2
17512433,17512441,Expert Review of Clinical Pharmacology,3.0,Q2
10512004,10954333,DIGITAL SIGNAL PROCESSING,3.0,Q2
09366555,14332981,CLINICAL ONCOLOGY,3.0,Q2
01615890,18729142,MOLECULAR IMMUNOLOGY,3.0,Q3
16180240,16182863,ENGINEERING IN LIFE SCIENCES,3.0,Q2
10219498,10219498,JOURNAL OF FOOD AND DRUG ANALYSIS,3.0,Q2
00062960,15204995,BIOCHEMISTRY,3.0,Q3
26334682,26334690,Advances in Pharmacological and Pharmaceutical Sciences,3.0,Q2
14337398,1861387X,Brain Tumor Pathology,3.0,Q2
14390108,16147480,JOURNAL OF SOILS AND SEDIMENTS,3.0,Q2
16878191,16878205,Journal of Toxicology,3.0,Q2
14319276,14358115,MICROSCOPY AND MICROANALYSIS,3.0,Q1
23641754,23641746,Pulmonary Therapy,3.0,Q2
00191035,10902643,ICARUS,3.0,Q2
0145479X,15736881,JOURNAL OF BIOENERGETICS AND BIOMEMBRANES,3.0,Q2
18715273,19963181,CNS & Neurological Disorders-Drug Targets,3.0,Q2
00071145,14752662,BRITISH JOURNAL OF NUTRITION,3.0,Q2
07407459,19374194,IEEE SOFTWARE,3.0,Q2
23670932,23670932,ChemPhotoChem,3.0,Q3
11795514,11795514,Clinical Medicine Insights-Endocrinology and Diabetes,3.0,Q2
00496979,15732932,WATER AIR AND SOIL POLLUTION,3.0,Q2
18608965,18608973,Forensic Toxicology,3.0,Q2
23255897,23255889,IEEE Electrification Magazine,3.0,Q2
01698141,18728219,INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,3.0,Q2
08991561,19435533,JOURNAL OF MATERIALS IN CIVIL ENGINEERING,3.0,Q2
08908508,10961194,MOLECULAR AND CELLULAR PROBES,3.0,Q2
01676369,15732959,ENVIRONMENTAL MONITORING AND ASSESSMENT,3.0,Q3
13518216,13652516,HAEMOPHILIA,3.0,Q2
13505076,14617307,MANAGEMENT LEARNING,3.0,Q2
12268372,19763816,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,3.0,Q2
00354511,14351528,RHEOLOGICA ACTA,3.0,Q2
19369751,1936976X,Food Analytical Methods,3.0,Q2
18756891,18756883,International Journal of Computational Intelligence Systems,3.0,Q2
14680629,21647402,Road Materials and Pavement Design,3.0,Q2
22969144,22969144,Frontiers in Robotics and AI,3.0,Q2
0364152X,14321009,ENVIRONMENTAL MANAGEMENT,3.0,Q3
20534604,20534612,Journal of Entrepreneurship in Emerging Economies,3.0,Q2
00145793,18733468,FEBS LETTERS,3.0,Q2
15407993,15584046,IEEE SECURITY & PRIVACY,3.0,Q2
20595794,20595794,Cross Cultural & Strategic Management,3.0,Q2
14673037,14673045,CURRENT ISSUES IN MOLECULAR BIOLOGY,3.0,Q3
21563950,21563985,IEEE Transactions on Components Packaging and Manufacturing Technology,3.0,Q2
0888613X,18734731,INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,3.0,Q2
18618200,18618219,Journal of Real-Time Image Processing,3.0,Q2
18063713,18063756,Jornal Brasileiro de Pneumologia,3.0,Q2
1040452X,10982795,MOLECULAR REPRODUCTION AND DEVELOPMENT,3.0,Q2
18715206,18755992,Anti-Cancer Agents in Medicinal Chemistry,3.0,Q2
20903170,20903189,International Journal of Breast Cancer,3.0,Q2
21928576,21928584,Advanced Optical Technologies,3.0,Q2
21957177,21957185,Review Journal of Autism and Developmental Disorders,3.0,Q2
15587894,15592243,Journal of Asia Business Studies,3.0,Q2
19391234,19391242,BioEnergy Research,3.0,Q3
00068101,18749372,BOTANICAL REVIEW,3.0,Q2
21919542,21919550,Green Processing and Synthesis,3.0,Q2
10224653,20755597,CHINESE JOURNAL OF ELECTRONICS,3.0,Q2
08189641,14401711,IMMUNOLOGY AND CELL BIOLOGY,3.0,Q3
09593969,14664402,International Review of Retail Distribution and Consumer Research,3.0,Q2
25740881,2574089X,Polymer-Plastics Technology and Materials,3.0,Q2
03048853,18734766,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,3.0,Q2
17383536,20056184,Tuberculosis and Respiratory Diseases,3.0,Q2
0021891X,15728838,JOURNAL OF APPLIED ELECTROCHEMISTRY,3.0,Q3
20938551,20938551,Journal of Electrochemical Science and Technology,3.0,Q3
10059040,22103171,CHEMICAL RESEARCH IN CHINESE UNIVERSITIES,3.0,Q2
14384957,16118227,Journal of Material Cycles and Waste Management,3.0,Q3
24208124,24208124,Health Psychology Research,3.0,Q1
09340866,15214117,PARTICLE & PARTICLE SYSTEMS CHARACTERIZATION,3.0,Q3
08956308,19300166,RESEARCH-TECHNOLOGY MANAGEMENT,3.0,Q2
12261025,2005968X,Environmental Engineering Research,3.0,Q3
09673911,14782391,POLYMERS & POLYMER COMPOSITES,3.0,Q2
25087940,25087959,Precision and Future Medicine,3.0,Q1
10225528,15729028,TOPICS IN CATALYSIS,3.0,Q2
02510952,18195717,SEED SCIENCE AND TECHNOLOGY,3.0,Q1
0021955X,15307999,JOURNAL OF CELLULAR PLASTICS,3.0,Q2
14359855,,JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY,2.9,Q1
00222194,15384780,JOURNAL OF LEARNING DISABILITIES,2.9,Q1
00377791,15338533,SOCIAL PROBLEMS,2.9,Q1
10582746,15326500,JOURNAL OF SHOULDER AND ELBOW SURGERY,2.9,Q1
17502977,17502985,Journal of Intervention and Statebuilding,2.9,Q1
20505086,20505086,Forum of Mathematics Pi,2.9,Q1
03064565,18790992,JOURNAL OF THERMAL BIOLOGY,2.9,Q1
13110454,13142224,Fractional Calculus and Applied Analysis,2.9,Q1
17508916,17508924,Chinese Journal of International Politics,2.9,Q1
14687941,17413109,Qualitative Research,2.9,Q1
13540661,14603713,EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS,2.9,Q1
14767430,15725138,Journal of Critical Realism,2.9,Q1
00361429,10957170,SIAM JOURNAL ON NUMERICAL ANALYSIS,2.9,Q1
00419494,,UNIVERSITY OF CHICAGO LAW REVIEW,2.9,Q1
0218348X,17936543,FRACTALS-COMPLEX GEOMETRY PATTERNS AND SCALING IN NATURE AND SOCIETY,2.9,Q1
01724614,14388782,ULTRASCHALL IN DER MEDIZIN,2.9,Q1
13510347,1743890X,Democratization,2.9,Q1
13892843,15731812,Journal of Educational Change,2.9,Q1
00370738,18790968,SEDIMENTARY GEOLOGY,2.9,Q1
10999809,19390106,Cultural Diversity & Ethnic Minority Psychology,2.9,Q1
1461670X,14699699,Journalism Studies,2.9,Q1
07294360,14698366,Higher Education Research & Development,2.9,Q1
87557223,15328481,JOURNAL OF PROFESSIONAL NURSING,2.9,Q1
01611461,15589129,LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS,2.9,Q1
00380385,14698684,SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,2.9,Q1
00098981,18733492,CLINICA CHIMICA ACTA,2.9,Q2
10641734,21647313,Journal of Current Issues and Research In Advertising,2.9,Q1
00040002,15732800,ARCHIVES OF SEXUAL BEHAVIOR,2.9,Q1
00221295,15407748,JOURNAL OF GENERAL PHYSIOLOGY,2.9,Q2
14427591,21581576,Journal of Occupational Science,2.9,Q1
14355930,14355949,Journal of Geographical Systems,2.9,Q1
10498001,14485516,INTERNATIONAL JOURNAL OF WILDLAND FIRE,2.9,Q1
15276546,15475069,JOURNAL OF NURSING SCHOLARSHIP,2.9,Q1
